media_key,path,filename,published_at,instagram_media_id,publication_id,caption,country,city,year,permalink,source
e06d04ae543a1a0f09779db9be7981f1588e97e654c88726f62061f4eb2ba018,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_3288.jpg,IMG_3288.JPG,2026-09-11T00:47:33.489891+00:00,1.8090040898669804e+16,18090040898669805,"Kyoto y sus alrededores, en otra escala: santuarios, bambú, castillos y paisajes donde la cultura no está separada del entorno. Un Japón muy distinto a Tokyo. ⛩️🎋🏯",Japón,Kyoto,2017,,
50f7efd8a7210a4526fd2ae89fcd7760a7c8208ddd8acc9006ce36825a2a48cc,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_3455.jpg,IMG_3455.JPG,2026-09-11T00:47:33.489891+00:00,1.8090040898669804e+16,18090040898669805,"Kyoto y sus alrededores, en otra escala: santuarios, bambú, castillos y paisajes donde la cultura no está separada del entorno. Un Japón muy distinto a Tokyo. ⛩️🎋🏯",Japón,Muko,2017,,
eb42e30974ca672b7ab14b0ff7baa8a113501f96f093b6564363ec2439b37ff0,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_4214.jpg,IMG_4214.JPG,2026-09-11T00:47:33.489891+00:00,1.8090040898669804e+16,18090040898669805,"Kyoto y sus alrededores, en otra escala: santuarios, bambú, castillos y paisajes donde la cultura no está separada del entorno. Un Japón muy distinto a Tokyo. ⛩️🎋🏯",Japón,Himeji,2017,,
145fb732d2fe1d5954dec485d110fc96b49462b27d58d1c7317fc6d4b1f0cd80,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_4215.jpg,IMG_4215.JPG,2026-09-11T00:47:33.489891+00:00,1.8090040898669804e+16,18090040898669805,"Kyoto y sus alrededores, en otra escala: santuarios, bambú, castillos y paisajes donde la cultura no está separada del entorno. Un Japón muy distinto a Tokyo. ⛩️🎋🏯",Japón,Himeji,2017,,
9a353806c3f8cfee0f7f73056b35defaaed32906ca64b0210a6aee6d11fe3a50,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_3758.jpg,IMG_3758.JPG,2026-09-11T00:47:33.489891+00:00,1.8090040898669804e+16,18090040898669805,"Kyoto y sus alrededores, en otra escala: santuarios, bambú, castillos y paisajes donde la cultura no está separada del entorno. Un Japón muy distinto a Tokyo. ⛩️🎋🏯",Japón,Nakano,2017,,
56d9753de523036df5d9860a4f69ffc2b8a2cf3beae757bb0d3e6e6c3d0d1752,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_2367.jpg,IMG_2367.JPG,2026-09-11T01:11:09.556799+00:00,,historical_1a7f8cf6db58,Publicación histórica importada manualmente,Japón,Tokyo,2017,https://www.instagram.com/p/DdIIlgSHQVo/?utm_source=ig_web_copy_link&stkn=MzRlODBiNWFlZA==,historical_manual
095a881b2415492a204cfef1a1aeaa6b922ce8adafc524d1ed19045d5b449771,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_2368.jpg,IMG_2368.JPG,2026-09-11T01:11:09.556799+00:00,,historical_1a7f8cf6db58,Publicación histórica importada manualmente,Japón,Tokyo,2017,https://www.instagram.com/p/DdIIlgSHQVo/?utm_source=ig_web_copy_link&stkn=MzRlODBiNWFlZA==,historical_manual
d7c7e28943dabca26bdec32c59be700b88e82f6d29323bbd5d5dfe85d8fd9cef,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_2371.jpg,IMG_2371.JPG,2026-09-11T01:11:09.556799+00:00,,historical_1a7f8cf6db58,Publicación histórica importada manualmente,Japón,Tokyo,2017,https://www.instagram.com/p/DdIIlgSHQVo/?utm_source=ig_web_copy_link&stkn=MzRlODBiNWFlZA==,historical_manual
c56603ed6ba221f1f5183c197f5efca083b15f899894d37a039067d9602b4824,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_2373.jpg,IMG_2373.JPG,2026-09-11T01:11:09.556799+00:00,,historical_1a7f8cf6db58,Publicación histórica importada manualmente,Japón,Tokyo,2017,https://www.instagram.com/p/DdIIlgSHQVo/?utm_source=ig_web_copy_link&stkn=MzRlODBiNWFlZA==,historical_manual
ff2cf8d36c07fef81e8f35c056d77d88c46a0a0a4c94de95ce5517f8630053b1,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_2375.jpg,IMG_2375.JPG,2026-09-11T01:11:09.556799+00:00,,historical_1a7f8cf6db58,Publicación histórica importada manualmente,Japón,Tokyo,2017,https://www.instagram.com/p/DdIIlgSHQVo/?utm_source=ig_web_copy_link&stkn=MzRlODBiNWFlZA==,historical_manual
fdabb2cae2054bddabf88cda8bc00fb1798ea5a8a56fa798420aa8f8cabe7cf3,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_2674.jpg,IMG_2674.JPG,2026-09-11T01:11:09.556799+00:00,,historical_1a7f8cf6db58,Publicación histórica importada manualmente,Japón,Urayasu,2017,https://www.instagram.com/p/DdIIlgSHQVo/?utm_source=ig_web_copy_link&stkn=MzRlODBiNWFlZA==,historical_manual
ee6292e84b59ded75ccc3840d703b98c9109ee317da15583c1410df42361b0f5,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_2766.jpg,IMG_2766.JPG,2026-09-11T01:11:09.556799+00:00,,historical_1a7f8cf6db58,Publicación histórica importada manualmente,Japón,Tokyo,2017,https://www.instagram.com/p/DdIIlgSHQVo/?utm_source=ig_web_copy_link&stkn=MzRlODBiNWFlZA==,historical_manual
348c96ee05c597ba1f5d2e9333f4e5e4ce29c62f92522485079023f4e511f125,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_2787.jpg,IMG_2787.JPG,2026-09-11T01:11:09.556799+00:00,,historical_1a7f8cf6db58,Publicación histórica importada manualmente,Japón,Tokyo,2017,https://www.instagram.com/p/DdIIlgSHQVo/?utm_source=ig_web_copy_link&stkn=MzRlODBiNWFlZA==,historical_manual
d536042881c8bd915a95318413f11e8a457256ed60441ece7b7f05eb5bcc14f7,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_2823.jpg,IMG_2823.JPG,2026-09-11T01:11:09.556799+00:00,,historical_1a7f8cf6db58,Publicación histórica importada manualmente,Japón,Tokyo,2017,https://www.instagram.com/p/DdIIlgSHQVo/?utm_source=ig_web_copy_link&stkn=MzRlODBiNWFlZA==,historical_manual
6d4d8bfaa427b47d626ce402f63de99c49176c4167ff36b96344bde496a8de83,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_3080.jpg,IMG_3080.JPG,2026-09-11T01:16:09.456565+00:00,1.8093016874405096e+16,18093016874405097,"Hay viajes que se recuerdan menos por el itinerario y más por las escenas que aparecen entre un lugar y otro. Japón fue eso: mirar, caminar y guardar algunas postales. 🏯🌿🐒🚶‍♂️",Japón,Tokyo,2017,,motor_v5_1
c7a9df60accaa3d2504bf7eef27efb08153a5779d27cbbd39836f9c04488e47c,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_3756.jpg,IMG_3756.JPG,2026-09-11T01:16:09.456565+00:00,1.8093016874405096e+16,18093016874405097,"Hay viajes que se recuerdan menos por el itinerario y más por las escenas que aparecen entre un lugar y otro. Japón fue eso: mirar, caminar y guardar algunas postales. 🏯🌿🐒🚶‍♂️",Japón,Nakano,2017,,motor_v5_1
af42cdcdee84f921b5aa240d8f3b7e9e25075651f17e735c1c2ab10e157e084d,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_3754.jpg,IMG_3754.JPG,2026-09-11T01:16:09.456565+00:00,1.8093016874405096e+16,18093016874405097,"Hay viajes que se recuerdan menos por el itinerario y más por las escenas que aparecen entre un lugar y otro. Japón fue eso: mirar, caminar y guardar algunas postales. 🏯🌿🐒🚶‍♂️",Japón,Nakano,2017,,motor_v5_1
c807b7c07f2912f11e25ed9869966134dc345f40aae8cc83880f2693abe706d3,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_2924.jpg,IMG_2924.JPG,2026-09-11T01:16:09.456565+00:00,1.8093016874405096e+16,18093016874405097,"Hay viajes que se recuerdan menos por el itinerario y más por las escenas que aparecen entre un lugar y otro. Japón fue eso: mirar, caminar y guardar algunas postales. 🏯🌿🐒🚶‍♂️",Japón,Takayama,2017,,motor_v5_1
e1a162406765672efa52fd2356d0f048ebe5c99740dc3986470effc9aa431812,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_4373.jpg,IMG_4373.JPG,2026-09-11T01:41:48.435994+00:00,1.8081590069333764e+16,18081590069333765,"Cape Town, uno de esos lugares que se sienten familiares desde el primer momento 🌊⛰️☀️ Entre montañas, costa, rincones inesperados y días que se pasan demasiado rápido. Definitivamente, uno de mis top 5 🇿🇦",ZA,Cape Town,2018,,motor_v5_1
c00dded8b3e4364410149cae095e79e6b8a3e731bb811ea6c08b1cf9004b1988,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_5775.jpg,IMG_5775.JPG,2026-09-11T01:41:48.435994+00:00,1.8081590069333764e+16,18081590069333765,"Cape Town, uno de esos lugares que se sienten familiares desde el primer momento 🌊⛰️☀️ Entre montañas, costa, rincones inesperados y días que se pasan demasiado rápido. Definitivamente, uno de mis top 5 🇿🇦",ZA,Cape Town,2019,,motor_v5_1
b47666821b73c3ec44451a2db62d394dcb4243f7c492224ff4be14b94354a058,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_5780.jpg,IMG_5780.JPG,2026-09-11T01:41:48.435994+00:00,1.8081590069333764e+16,18081590069333765,"Cape Town, uno de esos lugares que se sienten familiares desde el primer momento 🌊⛰️☀️ Entre montañas, costa, rincones inesperados y días que se pasan demasiado rápido. Definitivamente, uno de mis top 5 🇿🇦",ZA,Retreat,2019,,motor_v5_1
e02abd3d0a39a823f04efbe7ec9c1ebcc5db7e078fce5459ca80f2720c1be30c,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_7439.jpg,IMG_7439.JPG,2026-09-11T01:41:48.435994+00:00,1.8081590069333764e+16,18081590069333765,"Cape Town, uno de esos lugares que se sienten familiares desde el primer momento 🌊⛰️☀️ Entre montañas, costa, rincones inesperados y días que se pasan demasiado rápido. Definitivamente, uno de mis top 5 🇿🇦",ZA,Retreat,2019,,motor_v5_1
2d7b422877216c9c27de316a03edf1cc7c8ed714f9b55383676c2b3bec8f6bb0,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_5772.jpg,IMG_5772.JPG,2026-09-11T01:41:48.435994+00:00,1.8081590069333764e+16,18081590069333765,"Cape Town, uno de esos lugares que se sienten familiares desde el primer momento 🌊⛰️☀️ Entre montañas, costa, rincones inesperados y días que se pasan demasiado rápido. Definitivamente, uno de mis top 5 🇿🇦",ZA,Rosebank,2019,,motor_v5_1
9fa6d45f233d08aa7a091bba2427f778a8c6f20e835e6d946010512c4c572532,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_7442.jpg,IMG_7442.JPG,2026-09-11T01:41:48.435994+00:00,1.8081590069333764e+16,18081590069333765,"Cape Town, uno de esos lugares que se sienten familiares desde el primer momento 🌊⛰️☀️ Entre montañas, costa, rincones inesperados y días que se pasan demasiado rápido. Definitivamente, uno de mis top 5 🇿🇦",ZA,Constantia,2019,,motor_v5_1
9258f6641c1c500f38699de7a2f204081d2d93fec08112cdc8a1abb759cac41f,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_2342.jpg,IMG_2342.JPG,2026-09-11T01:41:48.435994+00:00,1.8081590069333764e+16,18081590069333765,"Cape Town, uno de esos lugares que se sienten familiares desde el primer momento 🌊⛰️☀️ Entre montañas, costa, rincones inesperados y días que se pasan demasiado rápido. Definitivamente, uno de mis top 5 🇿🇦",ZA,Cape Town,2019,,motor_v5_1
a38e55d96ec7d0212819e4ba0f31785609891e7c36fb2cacf6be156a6e487a7b,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_1943.jpg,IMG_1943.JPG,2026-09-11T03:25:28.573303+00:00,1.821776081834654e+16,18217760818346541,"Mi Chile también es esto: Rapa Nui, sus paisajes, su historia y esa sensación de estar lejos sin dejar de estar en casa. 🌊🌿🗿🇨🇱

Un viaje de febrero que todavía se siente cerca. ✨",Chile,Ostrov Paskhi,2018,,motor_v5_1
3610b3637a345e5b909506dfbc2acadd23dce4d4f08bc8facb5cf751b9e1e6b1,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_1944.jpg,IMG_1944.JPG,2026-09-11T03:25:28.573303+00:00,1.821776081834654e+16,18217760818346541,"Mi Chile también es esto: Rapa Nui, sus paisajes, su historia y esa sensación de estar lejos sin dejar de estar en casa. 🌊🌿🗿🇨🇱

Un viaje de febrero que todavía se siente cerca. ✨",Chile,Ostrov Paskhi,2018,,motor_v5_1
a49cc8c7e2f8fef13a554956e68ec99e506e5c1206091d1e5e39d80ca0ab6977,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_2126.jpg,IMG_2126.JPG,2026-09-11T03:25:28.573303+00:00,1.821776081834654e+16,18217760818346541,"Mi Chile también es esto: Rapa Nui, sus paisajes, su historia y esa sensación de estar lejos sin dejar de estar en casa. 🌊🌿🗿🇨🇱

Un viaje de febrero que todavía se siente cerca. ✨",Chile,Ostrov Paskhi,2018,,motor_v5_1
e2ddbf4b7d6faa6569d71ca526c33e48660bc7849fdb9b2c7e6cc70a7b3e597f,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_1945.jpg,IMG_1945.JPG,2026-09-11T03:25:28.573303+00:00,1.821776081834654e+16,18217760818346541,"Mi Chile también es esto: Rapa Nui, sus paisajes, su historia y esa sensación de estar lejos sin dejar de estar en casa. 🌊🌿🗿🇨🇱

Un viaje de febrero que todavía se siente cerca. ✨",Chile,Ostrov Paskhi,2018,,motor_v5_1
604a437d2adf24b535c1ed2b773f69fa682452e34753100fe71fe261f7d4a1fc,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_2125.jpg,IMG_2125.JPG,2026-09-11T03:25:28.573303+00:00,1.821776081834654e+16,18217760818346541,"Mi Chile también es esto: Rapa Nui, sus paisajes, su historia y esa sensación de estar lejos sin dejar de estar en casa. 🌊🌿🗿🇨🇱

Un viaje de febrero que todavía se siente cerca. ✨",Chile,Ostrov Paskhi,2018,,motor_v5_1
51c9f25c4dbca5a6ac5a8d088731fdaa9134a671eac2c9a6a542b334005c7b8c,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_1946.jpg,IMG_1946.JPG,2026-09-11T03:25:28.573303+00:00,1.821776081834654e+16,18217760818346541,"Mi Chile también es esto: Rapa Nui, sus paisajes, su historia y esa sensación de estar lejos sin dejar de estar en casa. 🌊🌿🗿🇨🇱

Un viaje de febrero que todavía se siente cerca. ✨",Chile,Ostrov Paskhi,2018,,motor_v5_1
af307037c29592845b0751bcd1b3158a5bdc88c106ca440da88dfd654a5d5427,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_1947.jpg,IMG_1947.JPG,2026-09-11T03:25:28.573303+00:00,1.821776081834654e+16,18217760818346541,"Mi Chile también es esto: Rapa Nui, sus paisajes, su historia y esa sensación de estar lejos sin dejar de estar en casa. 🌊🌿🗿🇨🇱

Un viaje de febrero que todavía se siente cerca. ✨",Chile,Hanga Roa,2018,,motor_v5_1
97ee507dca2dce7464d7199aaff1b28675597e1f04823677bd915e7d77318e70,c:\instagramrebuild\source_instagram\instagram_01\fotos en icloud\img_2069.jpg,IMG_2069.JPG,2026-09-11T03:25:28.573303+00:00,1.821776081834654e+16,18217760818346541,"Mi Chile también es esto: Rapa Nui, sus paisajes, su historia y esa sensación de estar lejos sin dejar de estar en casa. 🌊🌿🗿🇨🇱

Un viaje de febrero que todavía se siente cerca. ✨",Chile,Hanga Roa,2018,,motor_v5_1
